student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
16334,17.4,80.4,4.6,100,A,Excellent
19029,15.6,80.7,6.4,89.4,A,Good
18231,11.4,80.2,7,82,B,Good
35661,17.4,73.2,5.3,84.4,B,Good
31564,25.1,69.9,2.7,100,A,Excellent
21936,21.9,66.5,9.2,100,A,Excellent
33374,14.9,86.9,5.6,100,A,Excellent
37541,8.1,86.5,3.8,79.1,B,Good
4892,6.5,78.6,6.7,64.3,C,Average
15905,5.3,76.4,4.2,54.7,D,Poor
26397,15.4,80.3,7.7,84.8,B,Good
13263,12.8,74.7,7.4,91.1,A,Excellent
22323,11.9,86.7,6.5,84.6,B,Good
28900,17.7,91.4,4,91.4,A,Excellent
34432,19.1,89.3,8.6,100,A,Excellent
29481,1.3,84.5,6.5,53.9,D,Poor
24676,27.5,76.7,7.4,100,A,Excellent
S159,7,58,4,55,D,Poor
8356,21.7,100,6.8,100,A,Excellent
37324,17.3,77.9,8.8,97.8,A,Excellent
31225,27.8,87.2,7.3,100,A,Excellent
32229,8.5,85.5,5.5,68.7,C,Average
13230,19.4,83.2,4.4,98.8,A,Excellent
24103,6.6,90.2,5.5,58,C,Poor
16822,8.3,69.3,4.3,65.1,C,Average
2668,6.4,86.5,3.2,50.1,D,Poor
16137,11.1,84.9,6.7,84.5,B,Good
18409,4,90.7,6.1,70.2,B,Average
7857,6.6,100,5.6,66.8,C,Average
9921,7.8,79.7,6.9,72.6,B,Average
2461,15.5,92.4,4.7,72,B,Average
2,14,80,2.5,83.9,B,Good
35841,1.5,79.1,6.4,52.1,D,Poor
8885,27.2,78,3.6,100,A,Excellent
6397,15.8,86.7,4.9,89,A,Good
28336,18,77.9,6.1,97.3,A,Excellent
28757,5.7,100,8.8,72.1,B,Average
6451,13.1,69.7,6.8,79,B,Good
22443,5.9,83.3,6.8,59.5,C,Poor
14602,28.2,62.9,3.8,100,A,Excellent
6994,22.5,72.6,7.1,100,A,Excellent
13570,0.4,68.5,6.3,42.4,D,Poor
30750,4.4,88.3,6.9,71.3,B,Average
3764,20.8,83,5.2,100,A,Excellent
34522,9.6,75.8,6.2,81.2,B,Good
24827,7.9,81.9,7.1,53,D,Poor
14427,11.9,87.9,4.4,90,A,Good
34887,7.9,87.7,5.1,79.4,B,Good
12805,8.3,93.4,6.8,65.5,C,Average
26913,7.2,100,3,65,C,Average
2935,21.1,93.2,8.9,100,A,Excellent
4518,17.4,77.2,3.2,97.5,A,Excellent
20108,18.6,91.6,7.3,100,A,Excellent
22962,14.1,70.6,4.9,87.3,A,Good
31498,21.6,79.4,5.9,88,A,Good
13937,7.7,93.4,7,65.4,C,Average
23299,6.6,88.8,7.9,75.9,B,Good
31656,16.3,94.4,5.5,69.3,C,Average
1330,19.2,85.1,4.4,100,A,Excellent
2607,10.8,68.1,5.1,68.5,C,Average
2848,9.1,79.2,7.4,73.1,B,Average
15213,20.5,67.5,8,100,A,Excellent
18098,7.1,88.1,7.7,76.8,B,Good
6132,11.2,86.4,4.8,73.7,B,Average
29485,14.5,89.5,5.4,82,B,Good
27007,18.4,73.4,5.8,97.5,A,Excellent
19932,9.4,85.3,4.5,75.1,B,Good
16617,16.9,95,9.4,100,A,Excellent
7373,12.2,100,5.8,85,A,Good
11366,19.5,88.2,4,100,A,Excellent
8848,15.9,77.2,5.9,100,A,Excellent
519,15.7,94.4,8,96.1,A,Excellent
31813,14.9,75.8,2.9,81.7,B,Good
27945,24,85,5.3,100,A,Excellent
35873,18.3,84.3,10,100,A,Excellent
10743,9.2,75,7.7,49.6,D,Poor
7906,14.5,86.5,4.2,73.1,B,Average
28328,6.9,90.2,2.5,71.2,B,Average
18000,22.2,75.6,5.5,83.4,B,Good
9975,25.6,87.9,8.9,100,A,Excellent
10946,23.5,86.8,5.6,100,A,Excellent
28003,19.7,86.6,1.4,98.4,A,Excellent
10896,16.9,80.7,8.7,100,A,Excellent
39649,10,82.6,6.6,94,A,Excellent
38576,13.5,86,6.1,91.4,A,Excellent
21102,13.2,89.2,4,86.7,A,Good
30722,13.5,69.7,6.4,87.7,A,Good
13607,19.9,69.6,5.4,99,A,Excellent
24988,16.2,91.5,7.8,80.7,B,Good
33772,16.7,88.2,4.9,87.1,A,Good
10335,16.4,79.5,4.2,84.9,B,Good
30219,14.3,87.2,3.1,89.8,A,Good
15738,17.2,64.8,5.7,97.2,A,Excellent
2710,25.9,78.8,10,100,A,Excellent
4485,14.8,84.7,8,98.5,A,Excellent
30415,14.8,100,6.7,90.5,A,Excellent
23924,10.5,83.5,6.3,83.9,B,Good
13118,14.6,73.3,5.6,97.2,A,Excellent
8398,16.2,84.5,4.8,100,A,Excellent
2412,25.8,86.8,3.3,100,A,Excellent
28824,8.4,85.2,6,61.9,C,Average
36366,12.8,89.6,8,67.3,C,Average
5558,22.3,89.4,5.8,100,A,Excellent
22780,25.8,75.6,6.9,100,A,Excellent
16705,8.8,76.6,7.3,84.5,B,Good
12823,16.4,71.3,2.7,99.2,A,Excellent
5263,16.9,72.6,2.1,86.1,A,Good
9411,14.8,83.8,6.3,87.4,A,Good
14713,26.1,66.7,7.2,100,A,Excellent
19201,11.7,93.5,6,76.9,B,Good
38191,6.7,96.5,7.5,55.7,C,Poor
35423,12.9,74.5,7.5,91.9,A,Excellent
36054,23.7,99.9,7.7,100,A,Excellent
11614,8.6,76.7,10,64.4,C,Average
20159,13.6,68.4,7.7,91.8,A,Excellent
10345,19.3,72.4,4.7,94.9,A,Excellent
25915,11,100,7.3,61.2,C,Average
19610,9.1,71.5,4.9,76.6,B,Good
10421,22.4,98.1,7.3,100,A,Excellent
27494,8.2,96.5,5.6,64.9,C,Average
28506,18,91.6,5.5,92.3,A,Excellent
5734,13.7,83,5.8,87.4,A,Good
13222,25.1,100,4.1,100,A,Excellent
5393,15.7,100,4.4,100,A,Excellent
33760,11.9,80.4,9.6,73.8,B,Average
34521,9.9,100,4.5,85.3,A,Good
30161,10.7,89.8,4.5,97,A,Excellent
5206,20.8,69.5,1.7,100,A,Excellent
22676,19.5,75,2.6,94.2,A,Excellent
2078,23.4,68.5,1.1,100,A,Excellent
9710,7.5,93.9,6.9,73.7,B,Average
3014,5.2,91.6,1.5,75.1,B,Good
32483,12.9,89.7,6.5,92.4,A,Excellent
27608,26.8,87.3,7.9,100,A,Excellent
1373,5.4,80.8,6,65.2,C,Average
11766,20.1,78.9,4.1,89.2,A,Good
6446,8.7,81.7,6.5,56,C,Poor
30689,8.5,81.5,2.8,58,C,Poor
32632,14.6,73.3,7.7,74.7,B,Average
30994,6.3,89,4.1,55,C,Poor
34121,10.3,70.9,6.4,76.2,B,Good
12125,21.3,96.1,7.8,100,A,Excellent
4771,15.1,68.6,5.2,78.5,B,Good
9906,6.2,100,5.3,53.2,D,Poor
17344,18.1,71.8,4,79.7,B,Good
38767,11.8,73.9,4,93.2,A,Excellent
11721,13.5,73.3,7.3,94.1,A,Excellent
36649,10.4,80,5.7,79,B,Good
37082,27.1,84.5,9.5,100,A,Excellent
31442,18.9,90,7.3,93.1,A,Excellent
14774,8.9,92,9.3,72,B,Average
3929,6.7,81.6,7.5,81.1,B,Good
20202,12.6,78.9,7.9,84.7,B,Good
39091,19.7,74.3,8.2,100,A,Excellent
13975,16.8,87.4,2.2,80.7,B,Good
6452,21.8,63,4.2,100,A,Excellent
1701,17.5,78.7,5.8,100,A,Excellent
4220,2.4,100,7.7,49.2,D,Poor
38009,8.7,96.3,6.5,78.6,B,Good
25984,25.9,81.4,9.6,100,A,Excellent
8034,20.5,90.9,7.6,89.5,A,Good
39420,14.8,100,10,76.2,B,Good
25258,17.3,88.3,5,83.1,B,Good
29380,15.3,99.3,2.3,92.8,A,Excellent
20177,14.2,71.4,6.4,86.4,A,Good
4325,9.7,78.3,8.1,81.7,B,Good
16634,10.7,100,6,62.3,C,Average
25397,15,79.7,2.5,90.4,A,Excellent
24468,24.9,88.9,8.1,100,A,Excellent
26231,23,90.5,4.8,99.6,A,Excellent
10110,24.2,91.8,4.6,100,A,Excellent
4861,11.7,83.1,5.1,72.2,B,Average
4767,6.7,95.4,5.6,54.8,D,Poor
37721,11.7,79.3,3.2,75.8,B,Good
17200,15.2,76.1,7.2,86.1,A,Good
19382,15.3,80.6,5.9,71.5,B,Average
7984,28.2,100,6.7,100,A,Excellent
25453,3.9,86.2,3,63.5,C,Average
28434,10.8,79.3,4.6,81.3,B,Good
37681,20.5,79.9,2,100,A,Excellent
30861,14.6,86.4,5.9,83,B,Good
21184,11.1,81.7,3.7,79.4,B,Good
16777,18.5,72.5,3.9,78.3,B,Good
27332,13.1,74,4.7,76.2,B,Good
17689,0.4,72.9,4.6,43.7,D,Poor
16312,2.6,85.2,4.4,51.1,D,Poor
9995,23.4,77.3,3.7,100,A,Excellent
19430,2.8,77.6,4.1,62.9,C,Average
21061,27.8,86.6,7.4,100,A,Excellent
30638,12,92.4,7.1,84.9,B,Good
29475,13,100,1.3,82.7,B,Good
6487,13.4,87.9,3.9,77.9,B,Good
34654,20.1,83.4,8.3,92,A,Excellent
17112,2.7,86.5,8.1,50.2,D,Poor
2149,14.3,92,8.4,79.6,B,Good
34439,13.7,68.4,1.8,66.5,C,Average
23872,28,100,4.3,100,A,Excellent
34252,5.7,81.9,4.5,67,C,Average
14564,13.2,76.9,4.2,100,A,Excellent
8891,12.9,72.6,6.5,76.8,B,Good
15787,4.9,76.1,3.9,63.3,C,Average
8135,4.3,94.2,5.1,53.2,D,Poor
10466,10,90.9,8.3,67.2,C,Average
34021,16,96.2,7.2,87.2,A,Good
8982,24.6,67.7,6.3,100,A,Excellent
17290,5.9,76.9,4.5,54.3,D,Poor
12227,5.5,57.9,8.1,60.3,C,Average
34056,8.4,96.2,4.4,74.3,B,Average
17235,22.8,87.1,10,100,A,Excellent
1423,12.4,79.7,7.7,74.9,B,Average
724,20.2,95.3,5.3,100,A,Excellent
26363,12.4,84.2,5.3,76.1,B,Good
14754,4.5,76.3,6,79.5,B,Good
28975,12.8,89.6,6.2,90,A,Good
37381,17.9,78.5,6.9,89.5,A,Good
902,12.2,72.3,4.5,73.3,B,Average
10805,21.5,85.8,5.1,100,A,Excellent
3646,7.2,85.4,7.5,71.6,B,Average
22020,15.6,75.3,7.1,94.4,A,Excellent
15476,13.7,83.3,4.4,92.4,A,Excellent
34807,16.2,74,5.5,80.9,B,Good
15155,7.3,79.2,4.3,65.8,C,Average
35923,7.8,73.5,3,56,C,Poor
28612,15.8,76.9,6.1,85.2,A,Good
20248,21.1,93.8,3.1,84.4,B,Good
38442,23.3,87.7,3.8,100,A,Excellent
15965,11.9,81,4.7,95.5,A,Excellent
15998,13,79.3,8.6,89.6,A,Good
25788,21.5,99.5,6.2,100,A,Excellent
26979,13.8,94.6,4,76.2,B,Good
18527,4,94.7,5.7,63.1,C,Average
12936,5.7,75.6,7.8,66.2,C,Average
30771,16.2,57.5,3,85.3,A,Good
29864,22.9,75.1,6.3,100,A,Excellent
22855,20.6,91.2,7.2,99.3,A,Excellent
27678,19.8,84.8,5.7,78.5,B,Good
31381,11.3,85.8,5.6,75.5,B,Good
29255,18.6,89.6,4.6,87.3,A,Good
7669,15,64.1,4.8,81.1,B,Good
6823,8.9,90,5.8,73.5,B,Average
38595,10.2,77.8,6.5,86.8,A,Good
31846,24.8,89.2,2.8,100,A,Excellent
37266,12.5,76,6.7,93.8,A,Excellent
1145,13.8,78.1,5.1,76.2,B,Good
7556,16.9,82.8,6.3,80.8,B,Good
23504,12.6,86.9,5,94.6,A,Excellent
28950,25.3,93.5,9.4,100,A,Excellent
5751,14.7,72.2,7.4,82.1,B,Good
39235,13.1,98.9,4.8,78.2,B,Good
10913,4.9,85.7,8.5,53.2,D,Poor
4029,26.2,83.6,5.2,100,A,Excellent
19174,20.3,74.7,7.1,94,A,Excellent
16351,0,84,4,53.2,D,Poor
13294,20.1,100,4.4,100,A,Excellent
2420,5.7,93.2,6.8,72.2,B,Average
12026,18.4,84.5,5.8,100,A,Excellent
37030,1.1,75.4,5.1,51,D,Poor
18341,15.6,90.3,4.5,75,B,Good
13796,18.2,100,3.6,88.6,A,Good
15440,26.6,87.1,4.7,100,A,Excellent
15660,9.8,100,8.3,74.7,B,Average
10993,10.8,95.1,5.4,84.4,B,Good
5907,13.8,100,5.9,80.5,B,Good
8890,13.2,84.6,4.1,77.6,B,Good
39294,7,87.5,3,68.1,C,Average
33212,22.9,82.2,6.5,100,A,Excellent
36266,5.9,83.1,9,77.7,B,Good
38179,16.6,79.8,2.9,90.3,A,Excellent
4460,19.6,84.1,3.9,87.7,A,Good
25648,37.5,83.2,5.7,100,A,Excellent
25460,13.3,79.4,9.8,94,A,Excellent
22543,5.8,96.9,8.9,70.9,B,Average
11173,6.7,83,6.9,62.9,C,Average
6978,22,74.2,7.2,100,A,Excellent
33220,15.4,81.9,7,91.5,A,Excellent
14402,5.9,88.2,8.3,54.8,D,Poor
757,18.5,80.7,6,94.7,A,Excellent
39182,12.7,79.6,7,54.4,D,Poor
11891,12.5,98.3,8.1,92,A,Excellent
534,6.5,81.6,6.6,43,D,Poor
39145,22.1,76.9,9.6,99.1,A,Excellent
17835,17.6,87.4,3.2,97.5,A,Excellent
2335,21.2,88.7,6.2,98.7,A,Excellent
5497,14.1,93.9,5.7,81.9,B,Good
22988,13.9,78.1,5.9,83.8,B,Good
28105,6.8,69.7,6,67.7,C,Average
22870,14.6,65.9,6.2,78,B,Good
19554,10.7,77.1,2.5,81.8,B,Good
32363,0,78.8,7.2,63.8,C,Average
18828,13.3,82.9,4.6,93.2,A,Excellent
38801,18.4,73.4,3.9,92.4,A,Excellent
6217,15.1,97.2,3.9,70.9,B,Average
14569,10.5,86.8,6.3,74.8,B,Average
27749,10.9,93.1,10,66.1,C,Average
17135,15.1,97.3,9.4,100,A,Excellent
2417,18.9,80.3,6.8,96.8,A,Excellent
9161,11.2,88.9,3.9,79.4,B,Good
27759,18.1,81.7,7.1,83.8,B,Good
14379,16.9,76.4,7.7,91.8,A,Excellent
22823,20.6,76.3,8.5,100,A,Excellent
39378,12.5,87.1,6.3,100,A,Excellent
21023,17.1,100,10,100,A,Excellent
33950,23.2,96.3,9,100,A,Excellent
32317,9.9,83.6,10,57.4,C,Poor
17511,18.2,91.4,7.2,93.8,A,Excellent
23202,14.1,81.6,3.5,95.5,A,Excellent
31255,6.5,57,7.6,66.2,C,Average
29862,18,67,8.7,85.8,A,Good
6037,21,93,6.4,100,A,Excellent
27205,20.4,74.2,3.2,100,A,Excellent
17381,36.5,92.1,3.8,100,A,Excellent
16821,6,83.8,8.5,74.5,B,Average
20305,17.8,78,10,86.6,A,Good
35090,4.5,91.3,6.2,65.3,C,Average
14010,28.3,100,5,95.7,A,Excellent
2307,19.2,81.9,9.4,92.6,A,Excellent
33829,11.4,70.6,3.4,64.1,C,Average
33699,8.4,92.8,7.6,83.2,B,Good
21972,8.3,81.3,3.4,44.4,D,Poor
16782,16,86.1,6.7,100,A,Excellent
31827,16.1,77.3,8.3,84.7,B,Good
6394,10.3,100,7.1,63.8,C,Average
26893,0.9,93.6,5.1,65.7,C,Average
33579,12.2,89.6,4.9,88,A,Good
5806,16,81.7,8.8,90.3,A,Excellent
4811,20.3,81,5.9,97.7,A,Excellent
11453,2.3,85.5,8.4,61.5,C,Average
30890,14.9,81.7,8.1,99.5,A,Excellent
12853,9.5,75.7,6.2,83.4,B,Good
20148,6.9,70.8,3.2,75.6,B,Good
32112,4.6,100,4.8,77.6,B,Good
26776,14,100,5.3,93.3,A,Excellent
5827,14.2,96.4,6.5,92.2,A,Excellent
29644,13.7,82.3,4.9,89.1,A,Good
6881,16.3,88.6,6.6,100,A,Excellent
17728,20.3,88.4,7.9,100,A,Excellent
39354,14.1,100,6.1,89.8,A,Good
22519,12.9,92.4,7.3,88,A,Good
9685,9.5,94.2,4.5,74.3,B,Average
4885,19.4,90.9,5.2,99.8,A,Excellent
21146,8.3,81.1,7.4,61.3,C,Average
23335,14.9,97.5,6.5,83.4,B,Good
4334,16.4,86.8,5.6,96,A,Excellent
7284,14.7,92.5,5.2,98.2,A,Excellent
9255,16.5,81.2,4.4,91.5,A,Excellent
24404,19.9,97.7,5.1,100,A,Excellent
30629,20.9,82.6,6.5,100,A,Excellent
31246,17.1,93.7,7.3,100,A,Excellent
25862,6.9,100,4.4,57.5,C,Poor
7025,23,71.7,6.6,100,A,Excellent
3995,0.5,68.5,6.1,32.6,F,Poor
22099,26.3,81.8,4.3,100,A,Excellent
4421,24.6,73.5,4.6,98.7,A,Excellent
14366,23.4,94,1.7,100,A,Excellent
20395,10.2,90.2,6.7,57.6,C,Poor
1711,22.7,75.3,6.3,100,A,Excellent
22364,8.4,71.7,3.5,68.9,C,Average
30417,10.9,96.6,7.3,68.7,C,Average
33406,13.7,98.4,6.2,82,B,Good
10314,20.7,79.9,7.6,100,A,Excellent
24019,16.4,91.2,7.7,74.9,B,Average
32457,13.4,86,3,89.1,A,Good
37074,12.5,73.2,7,74.9,B,Average
38242,13.2,83.8,5.9,100,A,Excellent
27326,8.2,76.9,9.1,78.1,B,Good
6385,18.1,91.2,4.8,83.4,B,Good
10968,7.8,67.1,4.5,44.8,D,Poor
1386,17.1,87.8,5.5,94.1,A,Excellent
27639,23.1,85.4,6.3,100,A,Excellent
439,3.1,78.2,3.8,74,B,Average
11477,23.2,85.3,7.8,100,A,Excellent
7455,7.6,93.8,4.7,59.7,C,Poor
6085,14.3,97.8,6.3,92.2,A,Excellent
35477,17.9,89.5,6.2,88.6,A,Good
14176,8.9,82.1,6.1,75.2,B,Good
14747,19.9,83.2,6.8,100,A,Excellent
13380,18.9,80,4,82.8,B,Good
32999,21.3,71,9.3,96.7,A,Excellent
25245,15.8,74.9,5.5,69.8,C,Average
15730,11.4,75.2,8.1,87.6,A,Good
10720,16.4,100,7.5,100,A,Excellent
18791,21.9,76.6,6.6,100,A,Excellent
9665,10.9,89,5.2,71.6,B,Average
2323,18.2,68.6,6.1,100,A,Excellent
4130,26.6,73.1,8.6,100,A,Excellent
577,16.6,75.8,8.5,80.1,B,Good
32522,1.2,77.6,8.4,47.8,D,Poor
S013,20,89,9,111.5,A+,Excellent
35177,21.8,91.5,6.5,98.8,A,Excellent
25582,19,88.5,5.4,91.2,A,Excellent
19063,15.6,89.1,8.1,100,A,Excellent
11411,10.5,95.2,2.2,63.5,C,Average
7741,20,77.9,7.5,100,A,Excellent
237,0.8,91,4.2,53,D,Poor
20756,19,77.4,8.1,100,A,Excellent
37126,15.5,86.2,6,68.6,C,Average
20231,14.3,90.1,6,94.9,A,Excellent
15288,27.5,86.2,7.5,100,A,Excellent
20548,15.4,95.5,6.1,77.7,B,Good
2635,26.9,85.7,5.9,100,A,Excellent
30948,9.5,100,9.3,64.1,C,Average
35891,4.6,60.6,4.7,68.9,C,Average
1299,16.9,76.6,8.7,87.3,A,Good
4084,1.6,76.6,5.3,61.9,C,Average
5472,17.7,70.3,5.6,100,A,Excellent
24327,0,89.4,7.3,49.9,D,Poor
22265,7.6,75.6,1.4,52.1,D,Poor
25663,16.2,67,5.2,84.1,B,Good
35912,30.2,58,6.5,100,A,Excellent
36754,10.2,88,9,77.9,B,Good
7782,22.1,100,6.8,100,A,Excellent
37518,23.5,82.8,8.8,100,A,Excellent
3588,8.6,100,9.4,64.4,C,Average
23427,27.7,74.3,4.5,100,A,Excellent
22255,14.1,100,4.8,85,B,Good
26549,4.4,69.3,8.7,55,D,Poor
21127,16.1,94.3,10,79.6,B,Good
28416,26.2,86.2,5.2,100,A,Excellent
5626,14.3,82.6,4.4,94.9,A,Excellent
35684,20.6,97.1,3.7,99.9,A,Excellent
4265,14.6,91.7,9.5,97.4,A,Excellent
17207,26.5,82.8,7.4,100,A,Excellent
39284,29.7,86.7,6.8,100,A,Excellent
10128,0,69.5,5.2,45.4,D,Poor
39121,0,86.3,9.7,48.3,D,Poor
14682,19,67.7,4.1,100,A,Excellent
27365,19.9,100,6.3,100,A,Excellent
30425,5.7,85.9,9.6,65.4,C,Average
9784,17.3,89,7.7,86.6,A,Good
10855,9.3,85.8,6.3,66.3,C,Average
36987,6.4,96.6,5.6,67.2,C,Average
35226,24.5,80.5,9.9,99.6,A,Excellent
20416,17.4,80.4,6.4,89.9,A,Good
36034,9.2,72.8,5.3,77.1,B,Good
7450,13.2,86.6,7.5,85.2,A,Good
9783,7.2,78.2,5.4,51.6,D,Poor
13414,22,82,6.8,100,A,Excellent
27012,11.6,91.5,2,93.2,A,Excellent
20004,19.1,81.6,7.9,100,A,Excellent
19951,6,83.5,10,76.7,B,Good
27599,19.6,97.7,6,85.3,A,Good
37802,11,93.7,4.6,72.5,B,Average
34952,16.8,79.9,4.5,93.9,A,Excellent
15937,6.2,82.3,7.6,72.1,B,Average
13617,17.5,71.3,8.1,97.1,A,Excellent
3505,11.5,94.3,9.1,86.5,A,Good
7067,12.3,88.1,5.9,76.5,B,Good
27069,0,90.9,6,61.4,C,Average
26053,11,79.8,9.6,86.5,A,Good
19232,11.2,85.6,5.8,78.3,B,Good
14974,13,62.3,3.1,74,B,Average
28283,0,70.3,7.5,46.8,D,Poor
34444,31.3,78.1,4.7,100,A,Excellent
10786,21.4,76.3,2.1,99,A,Excellent
2819,17.8,97.9,4.5,98.2,A,Excellent
26486,14,79.3,8.2,88.4,A,Good
5988,15.3,89.4,7.1,84.2,B,Good
9628,31.8,82.5,4.5,100,A,Excellent
37622,21.3,90.6,9.1,100,A,Excellent
24174,16.9,99.4,2.5,70.5,B,Average
14412,11,100,8.3,76.4,B,Good
25638,10.3,98.4,6.7,88.6,A,Good
4396,5.5,83.4,6.9,54.9,D,Poor
3294,17.4,84,4.9,82.1,B,Good
21257,15.4,82.7,3,85.1,A,Good
31470,5.4,100,5.6,57.7,C,Poor
33091,21.5,70.1,4,100,A,Excellent
33237,18.9,86.1,5.4,82.1,B,Good
24808,21.7,100,7.6,100,A,Excellent
5205,31.7,83,6.3,100,A,Excellent
6303,21.7,96.6,7.8,100,A,Excellent
26384,2.4,78.3,4.1,58.2,C,Poor
35664,18,80.1,9.2,98.5,A,Excellent
27381,17.3,71,5.4,86.9,A,Good
19468,21.7,79.7,3.2,99,A,Excellent
13982,11,90.3,5.9,85.3,A,Good
21166,6.7,67.4,6.3,72.3,B,Average
29113,10.5,81.3,5.8,73.9,B,Average
23256,20.3,84.1,7.6,94.9,A,Excellent
22306,17.2,85.3,6.6,66.2,C,Average
24376,18.7,98.8,5.6,90.4,A,Excellent
9252,26.7,98.1,4.4,100,A,Excellent
22318,19.8,98.5,6.4,99.9,A,Excellent
35570,15.7,85.7,6.5,96.4,A,Excellent
36658,22.1,82.6,7.5,100,A,Excellent
28716,27.1,89.6,5.8,100,A,Excellent
20818,20.8,75.9,8.9,89.3,A,Good
7976,17.2,73.4,6.3,92.8,A,Excellent
14421,16,83.5,5.3,82.1,B,Good
9032,13.3,60.2,6.3,89.4,A,Good
35298,25,86.5,4.1,100,A,Excellent
16658,17.8,68.2,5.6,92.6,A,Excellent
3740,5.6,100,7.6,61.3,C,Average
32822,13.8,98.7,8,90.6,A,Excellent
6750,13.7,71.5,4.2,99.2,A,Excellent
32026,12.7,87.5,5.3,83.3,B,Good
29981,3.4,93.1,3.9,62.2,C,Average
33803,28.6,76.8,7.2,100,A,Excellent
21650,15.3,74.4,6.1,90.2,A,Excellent
33432,7.3,82.7,4.5,56.8,C,Poor
5079,17.3,88.7,4.8,71.3,B,Average
7353,11.5,84.5,3.3,95.2,A,Excellent
20788,11,95.7,9.4,78.9,B,Good
S172,9,93,2,70.5,B,Average
9092,12.6,90.3,6.9,77.1,B,Good
23583,17.8,86.7,4.7,98.8,A,Excellent
17104,30.4,77.9,5.7,100,A,Excellent
4940,5.2,89,4.4,55.6,C,Poor
2735,28.9,87.2,5.6,100,A,Excellent
368,15.1,99.6,5.6,89.9,A,Good
27854,12.7,81.4,6,77.6,B,Good
35634,28.7,80.8,3.6,100,A,Excellent
28655,21.5,69.4,4.6,100,A,Excellent
34490,18.1,76.3,6.3,96.1,A,Excellent
31683,14.7,67.5,6.1,79.7,B,Good
32497,17.7,87.1,6.3,92.2,A,Excellent
23778,18.2,89.9,5.1,78.9,B,Good
24688,15.5,91.7,8.8,88,A,Good
8211,19.4,96.6,6.7,81.7,B,Good
1050,24.7,84.9,7.9,100,A,Excellent
7813,16.1,94.5,2.4,90.3,A,Excellent
16327,20.8,83.1,6.4,93.2,A,Excellent
12506,23.2,95.5,4.3,100,A,Excellent
39007,18.9,97.5,8.1,100,A,Excellent
13861,24,85,4.1,99.8,A,Excellent
31277,3,96.8,7,74,B,Average
30388,12.9,79.4,4.7,84.3,B,Good
2414,8.6,70.9,4.7,70.3,B,Average
10294,13.8,79.5,7.2,89.9,A,Good
37610,13.5,86.3,8.6,84,B,Good
28809,13.6,80.5,10,88.7,A,Good
22335,16.7,98.6,9.1,69.5,C,Average
30108,14,74.8,6.5,76.9,B,Good
8809,18.4,85.5,5.5,85.6,A,Good
919,11.9,69.5,5.1,85.6,A,Good
21011,16.6,86.7,5.2,90.8,A,Excellent
10306,6.1,89,4.2,67.8,C,Average
13052,26.1,79.3,7.8,100,A,Excellent
1570,11.3,96.4,5.2,93.2,A,Excellent
35863,22.4,91.2,5.1,100,A,Excellent
10003,10.8,73.4,5,86.4,A,Good
30931,12.7,98.7,6.1,73.4,B,Average
13599,24.6,73.4,2,100,A,Excellent
19658,8.3,86.6,3.3,48.2,D,Poor
4306,3.8,73.7,9.7,54.6,D,Poor
1669,20.9,94.1,1.4,100,A,Excellent
9940,1.6,100,5.4,46,D,Poor
34017,7.1,96.7,3.8,70.8,B,Average
28874,11.3,80.6,6.8,66.3,C,Average
31071,25.8,78.4,2.8,100,A,Excellent
3015,10.9,89,5.9,78,B,Good
20218,15,88.2,5.6,70.5,B,Average
21043,11.1,82.3,8.8,79.7,B,Good
16802,15.1,80.4,5.3,92.9,A,Excellent
12452,24.9,94.5,4.3,100,A,Excellent
21354,17.2,88,7.4,99.1,A,Excellent
35759,14.3,94.5,8.1,77.8,B,Good
11336,8.2,100,10,80.3,B,Good
27285,16.7,82.3,6.3,86.7,A,Good
19014,7.1,97.1,7.2,74.4,B,Average
9515,16.5,81,6.1,99.7,A,Excellent
37297,11.7,88.7,4.1,86.6,A,Good
7499,0,97.2,5.5,37.4,F,Poor
22722,19.7,89.8,5.8,100,A,Excellent
446,19.7,81,7.8,98.2,A,Excellent
14736,3.5,91.2,6.6,59.9,C,Poor
4297,7.6,86.5,7,68.7,C,Average
31152,7.3,79.1,7.2,79,B,Good
14282,25,76.8,6.1,100,A,Excellent
31331,9.7,67.9,4.7,63.9,C,Average
38344,8.3,82.7,7.6,75.8,B,Good
17251,2.3,96.8,8.6,56.1,C,Poor
36390,13.6,94.7,6.1,73.6,B,Average
22601,17.6,94.1,5.5,100,A,Excellent
385,9.7,96.9,10,87.6,A,Good
17277,19.6,100,4,95.1,A,Excellent
7277,7.6,79.8,6.6,64.3,C,Average
1069,11.7,84.9,9,74.5,B,Average
28494,6,88.5,5.5,63.5,C,Average
30951,8.6,73,5.9,66,C,Average
15116,10.6,76.9,4.7,73.4,B,Average
22906,19.8,79.1,9.8,99.8,A,Excellent
14016,14.6,78.4,6.3,80.3,B,Good
16069,2.6,82.8,4.9,57.8,C,Poor
29153,14.8,74.4,5,93.3,A,Excellent
3598,22,100,4.6,92.6,A,Excellent
9754,17.4,97.1,9.2,84.8,B,Good
22407,11.4,95.8,5.4,76.3,B,Good
28395,6.4,85,5.7,72.7,B,Average
10375,16,83.7,7.2,74.7,B,Average
11299,12.9,79.6,9.6,88.9,A,Good
28272,15.8,89,7.5,92.2,A,Excellent
29261,11.7,89.2,7.9,77.1,B,Good
